# x             y
0.1755602318  0.0052938370
0.1754825277  0.0052863391
0.1754000224  0.0052786420
0.1753170495  0.0052709688
0.1752367395  0.0052634939
0.1751612185  0.0052563459
0.1750877942  0.0052468445
0.1750149389  0.0052355703
0.1749451894  0.0052261569
0.1748801248  0.0052207849
0.1748206077  0.0052206009
0.1747702522  0.0052286672
0.1747220367  0.0052375202
0.1746653680  0.0052361607
0.1745950503  0.0052183223
0.1745097209  0.0051816398
0.1744092494  0.0051267609
0.1743084582  0.0050675925
0.1742217721  0.0050170315
0.1741555944  0.0049814449
0.1741122344  0.0049637260
0.1740883072  0.0049636001
0.1740725909  0.0049725426
0.1740570243  0.0049820361
0.1740362706  0.0049859614
0.1740079175  0.0049805486
0.1739719298  0.0049640831
0.1739316786  0.0049434066
0.1738890358  0.0049260485
0.1738452562  0.0049160931
0.1738007726  0.0049154119
0.1737544380  0.0049248537
0.1737053527  0.0049370984
0.1736551894  0.0049437910
0.1736060182  0.0049398953
0.1735599065  0.0049232026
0.1735144497  0.0048954467
0.1734684982  0.0048645791
0.1734236662  0.0048363121
0.1733799960  0.0048133383
0.1733368655  0.0047967434
0.1732912857  0.0047858456
0.1732379205  0.0047788879
0.1731742388  0.0047751308
0.1731010122  0.0047740307
0.1730209655  0.0047750504
0.1729342569  0.0047811472
0.1728427561  0.0047907929
0.1727511526  0.0047987621
0.1726621056  0.0048020844
0.1725765508  0.0047993019
0.1724894774  0.0047952544
0.1723956034  0.0047961186
0.1722960018  0.0048026295
0.1721923604  0.0048148852
0.1720866308  0.0048325242
0.1719824459  0.0048550102
0.1718710194  0.0048885319
0.1717412137  0.0049393325
0.1715872394  0.0050103442
0.1714074339  0.0051021710
0.1712061135  0.0052112578
0.1709925742  0.0053339078
0.1707705964  0.0054701212
0.1705406619  0.0056209699
0.1703009888  0.0057885050
0.1700501587  0.0059738951
0.1697858688  0.0061768075
0.1695046025  0.0063980369
0.1692029217  0.0066387059
0.1688775207  0.0069002439
0.1685246603  0.0071840439
0.1681461455  0.0074906797
0.1677462198  0.0078208185
0.1673283257  0.0081753997
0.1668952904  0.0085556064
0.1664463271  0.0089644004
0.1659767582  0.0094017162
0.1654832990  0.0098646810
0.1649626637  0.0103507435
0.1644117564  0.0108575583
0.1638284328  0.0113848656
0.1632098960  0.0119373858
0.1625521395  0.0125200299
0.1618514381  0.0131373071
0.1611045796  0.0137933588
0.1603095950  0.0144913782
0.1594659458  0.0152320646
0.1585731111  0.0160151564
0.1576311656  0.0168398710
0.1566409326  0.0177048050
0.1556050956  0.0186086065
0.1545246125  0.0195556978
0.1533972293  0.0205537335
0.1522192362  0.0216117110
0.1509854084  0.0227401933
0.1496905648  0.0239503302
0.1483368171  0.0252473984
0.1469282265  0.0266351859
0.1454683718  0.0281184333
0.1439603960  0.0297029703
0.1424050902  0.0313935840
0.1407956467  0.0332131546
0.1391206824  0.0352005728
0.1373637579  0.0374030904
0.1355026712  0.0398791215
0.1335093410  0.0426923900
0.1313706352  0.0458759752
0.1290857866  0.0494498107
0.1266621570  0.0534259198
0.1241184767  0.0578025134
0.1214685839  0.0625876721
0.1187012765  0.0678304435
0.1158073588  0.0735807080
0.1127760548  0.0798958229
0.1095943236  0.0868425112
0.1062607353  0.0944860722
0.1027758629  0.1028637388
0.0991275999  0.1120070330
0.0953040562  0.1219448633
0.0912935070  0.1327020425
0.0870824317  0.1443165827
0.0826795345  0.1568659581
0.0781159857  0.1704204865
0.0734372599  0.1850318805
0.0687059213  0.2007232177
0.0639930237  0.2174676054
0.0593158280  0.2352537402
0.0546665229  0.2540955907
0.0500314971  0.2740018032
0.0453907347  0.2949759646
0.0407573153  0.3169810808
0.0361951092  0.3398999344
0.0317564704  0.3635976932
0.0274941905  0.3879213283
0.0234599425  0.4127034791
0.0197046363  0.4377558887
0.0162684713  0.4629545080
0.0131830412  0.4882070684
0.0104757007  0.5134042452
0.0081680280  0.5384230705
0.0062848516  0.5630684563
0.0048754300  0.5871164380
0.0039824254  0.6104474976
0.0036363842  0.6330113828
0.0038585209  0.6548231511
0.0046457132  0.6758984586
0.0060109131  0.6961200613
0.0079883958  0.7153415163
0.0106032906  0.7334129427
0.0138702461  0.7501864280
0.0177661242  0.7656121544
0.0222442057  0.7796299232
0.0272732624  0.7921035028
0.0328203575  0.8029256730
0.0388518024  0.8120160214
0.0453279848  0.8193908005
0.0521766909  0.8251635426
0.0593255334  0.8294257763
0.0667158860  0.8322737393
0.0743024248  0.8338030913
0.0820533952  0.8340903145
0.0899417396  0.8332889189
0.0979397501  0.8315926665
0.1060211073  0.8291781866
0.1141607196  0.8262069598
0.1223473670  0.8227703996
0.1305456681  0.8189278529
0.1387023492  0.8147743826
0.1467732157  0.8103946065
0.1547220612  0.8058635454
0.1625354247  0.8012384804
0.1702371955  0.7965185422
0.1778495280  0.7916865791
0.1853907574  0.7867277728
0.1928760979  0.7816292164
0.2003087981  0.7763994161
0.2076899897  0.7710547987
0.2150295500  0.7655950961
0.2223366038  0.7600199997
0.2296196726  0.7543290899
0.2368847206  0.7485244652
0.2441325565  0.7426139917
0.2513634089  0.7366055814
0.2585775085  0.7305066019
0.2657750850  0.7243239249
0.2729576035  0.7180621864
0.2801289425  0.7117247346
0.2872924091  0.7053162739
0.2944502809  0.6988420220
0.3016037994  0.6923077624
0.3087599231  0.6857120606
0.3159143944  0.6790634800
0.3230662654  0.6723673980
0.3302155454  0.6656280254
0.3373633329  0.6588482901
0.3445131984  0.6520282092
0.3516644113  0.6451721742
0.3588136867  0.6382873365
0.3659593573  0.6313790809
0.3731015439  0.6244508598
0.3802438355  0.6175021522
0.3873789780  0.6105418025
0.3945065488  0.6035713368
0.4016259188  0.5965924220
0.4087362557  0.5896068689
0.4158357747  0.5826179681
0.4229209267  0.5756306883
0.4299886265  0.5686488913
0.4370364226  0.5616757740
0.4440624636  0.5547139028
0.4510649410  0.5477660441
0.4580406656  0.5408366292
0.4649863330  0.5339300531
0.4718987439  0.5270505692
0.4787747912  0.5202023072
0.4856115871  0.5133886610
0.4924049823  0.5066149244
0.4991506683  0.4998873404
0.5058452838  0.4932111781
0.5124863668  0.4865907881
0.5190725104  0.4800286122
0.5256004890  0.4735273740
0.5320655992  0.4670913637
0.5384627619  0.4607252538
0.5447865056  0.4544341146
0.5510310502  0.4482245029
0.5571929061  0.4420991395
0.5632693124  0.4360580617
0.5692568241  0.4301019736
0.5751513114  0.4242322349
0.5809526052  0.4184468798
0.5866501869  0.4127584212
0.5922248001  0.4071895286
0.5976581621  0.4017619350
0.6029327856  0.3964966336
0.6080351111  0.3914091517
0.6129769996  0.3864861573
0.6177787256  0.3817057568
0.6224592951  0.3770472864
0.6270365998  0.3724911452
0.6315209429  0.3680260108
0.6358998196  0.3636654024
0.6401561595  0.3594277243
0.6442729607  0.3553313698
0.6482331060  0.3513949163
0.6520282357  0.3476279607
0.6556691792  0.3440182948
0.6591661347  0.3405532254
0.6625282221  0.3372209926
0.6657635762  0.3340106512
0.6688741437  0.3309185530
0.6718586671  0.3279470743
0.6747195111  0.3250951820
0.6774588883  0.3223620767
0.6800788497  0.3197472171
0.6825815742  0.3172487060
0.6849706014  0.3148628150
0.6872504546  0.3125859640
0.6894263030  0.3104140113
0.6915039730  0.3083422606
0.6934896350  0.3063656908
0.6953886381  0.3044785552
0.6972055698  0.3026750727
0.6989439104  0.3009504250
0.7006060606  0.2993006993
0.7021925885  0.2977245119
0.7037086910  0.2962171181
0.7051628534  0.2947702921
0.7065632467  0.2933761532
0.7079177916  0.2920271089
0.7092309854  0.2907186222
0.7105003945  0.2894529412
0.7117241462  0.2882321048
0.7129012311  0.2870573204
0.7140315971  0.2859288735
